Sample_ID,Year,Band_ID,Species,AgeClass,Sex,BreedingStage,L1,L2,L3,H1,H2,H3,P1,P2,P3,L1_GenBank,L2_GenBank,L3_GenBank,H1_GenBank,H2_GenBank,H3_GenBank,P1_GenBank,P2_GenBank,P3_GenBank
CACG AK14 081,2014,28327,Cackling goose,HY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
CACG AK14 082,2014,28329,Cackling goose,HY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
CACG AK14 083,2014,28331,Cackling goose,AHY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
CACG AK14 084,2014,28330,Cackling goose,HY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
CACG AK14 085,2014,28342,Cackling goose,AHY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
CACG AK14 086,2014,28340,Cackling goose,HY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
CACG AK14 087,2014,28338,Cackling goose,HY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
CACG AK14 088,2014,28339,Cackling goose,HY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
CACG AK14 089,2014,28337,Cackling goose,AHY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
CACG AK14 090,2014,28336,Cackling goose,AHY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
CACG AK14 091,2014,28335,Cackling goose,HY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
CACG AK14 092,2014,28334,Cackling goose,HY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
CACG AK14 093,2014,28333,Cackling goose,HY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
CACG AK14 094,2014,28345,Cackling goose,HY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
CACG AK14 095,2014,28343,Cackling goose,HY,F,Brood Drives,0,0,0,1,0,0,0,0,0,,,,MW574932,,,,,
CACG AK14 096,2014,28341,Cackling goose,AHY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
CACG AK14 097,2014,28344,Cackling goose,AHY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
CACG AK14 098,2014,28346,Cackling goose,HY,F,Brood Drives,0,0,0,0,0,0,0,0,1,,,,,,,,,MW574933
CACG AK14 099,2014,28347,Cackling goose,HY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
CACG AK14 100,2014,28348,Cackling goose,AHY,M,Brood Drives,0,1,1,0,0,0,0,0,1,,MW574918,MW574921,,,,,,MW574933
CACG AK14 101,2014,28350,Cackling goose,AHY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
CACG AK14 102,2014,28351,Cackling goose,AHY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
CACG AK14 103,2014,28363,Cackling goose,AHY,F,Brood Drives,0,0,0,0,0,0,0,0,1,,,,,,,,,MW574934
CACG AK14 104,2014,28371,Cackling goose,AHY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
CACG AK14 105,2014,28374,Cackling goose,AHY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
CACG AK14 106,2014,28375,Cackling goose,AHY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
CACG AK14 107,2014,28376,Cackling goose,AHY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
CACG AK14 108,2014,28379,Cackling goose,AHY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
CACG AK14 109,2014,28378,Cackling goose,AHY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
CACG AK14 110,2014,28387,Cackling goose,AHY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 001,2014,79208,Emperor goose,AHY,F,Nesting,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 002,2014,78757,Emperor goose,AHY,F,Nesting,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 003,2014,22140,Emperor goose,AHY,F,Nesting,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 004,2014,78297,Emperor goose,AHY,F,Nesting,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 005,2014,79213,Emperor goose,AHY,F,Nesting,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 006,2014,22125,Emperor goose,AHY,F,Nesting,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 007,2014,22150,Emperor goose,AHY,F,Nesting,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 008,2014,22104,Emperor goose,AHY,F,Nesting,1,1,1,0,0,0,0,0,0,MW574919,MW574919,MW574919,,,,,,
EMGO AK14 009,2014,22141,Emperor goose,AHY,F,Nesting,1,0,1,0,0,0,0,0,0,MW574917,,MW574917,,,,,,
EMGO AK14 010,2014,79336,Emperor goose,AHY,F,Nesting,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 011,2014,79392,Emperor goose,AHY,F,Nesting,1,1,1,0,0,0,0,0,0,MW574919,MW574919,MW574919,,,,,,
EMGO AK14 012,2014,22117,Emperor goose,AHY,F,Nesting,1,1,1,0,0,0,0,0,0,MW574916,MW574916,MW574916,,,,,,
EMGO AK14 013,2014,22119,Emperor goose,AHY,F,Nesting,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 014,2014,22148,Emperor goose,AHY,F,Nesting,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 015,2014,79306,Emperor goose,AHY,F,Nesting,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 016,2014,22110,Emperor goose,AHY,F,Nesting,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 017,2014,78468,Emperor goose,AHY,F,Nesting,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 018,2014,22120,Emperor goose,AHY,F,Nesting,1,1,1,0,0,0,0,0,0,MW574916,MW574916,MW574916,,,,,,
EMGO AK14 019,2014,78760,Emperor goose,AHY,F,Nesting,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 020,2014,22143,Emperor goose,AHY,F,Nesting,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 021,2014,22138,Emperor goose,AHY,F,Nesting,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 022,2014,78339,Emperor goose,AHY,F,Nesting,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 023,2014,22196,Emperor goose,AHY,F,Nesting,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 024,2014,79314,Emperor goose,AHY,F,Nesting,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 025,2014,10207,Emperor goose,AHY,F,Nesting,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 026,2014,78337,Emperor goose,AHY,F,Nesting,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 027,2014,22149,Emperor goose,AHY,F,Nesting,1,0,0,0,0,0,0,0,0,MW574926,,,,,,,,
EMGO AK14 028,2014,22146,Emperor goose,AHY,F,Nesting,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 029,2014,22198,Emperor goose,AHY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 030,2014,22130,Emperor goose,AHY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 031,2014,22199,Emperor goose,AHY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 032,2014,22200,Emperor goose,HY,F,Brood Drives,0,0,0,0,0,1,0,0,0,,,,,,MW574931,,,
EMGO AK14 033,2014,22191,Emperor goose,AHY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 034,2014,22152,Emperor goose,HY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 035,2014,22153,Emperor goose,HY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 036,2014,22154,Emperor goose,HY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 037,2014,22178,Emperor goose,AHY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 038,2014,79314,Emperor goose,AHY,F,Brood Drives,1,0,0,0,0,0,0,0,0,MW574918,,,,,,,,
EMGO AK14 039,2014,22177,Emperor goose,HY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 040,2014,22159,Emperor goose,HY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 041,2014,22158,Emperor goose,HY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 042,2014,22156,Emperor goose,HY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 043,2014,22179,Emperor goose,AHY,F,Brood Drives,1,1,1,0,0,0,0,0,0,MW574917,MW574917,MW574927,,,,,,
EMGO AK14 044,2014,22155,Emperor goose,HY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 045,2014,22186,Emperor goose,AHY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 046,2014,22185,Emperor goose,HY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 047,2014,22184,Emperor goose,HY,F,Brood Drives,0,0,1,0,0,0,0,0,0,,,MW574928,,,,,,
EMGO AK14 048,2014,22183,Emperor goose,AHY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 049,2014,22181,Emperor goose,AHY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 050,2014,22182,Emperor goose,AHY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 051,2014,22180,Emperor goose,AHY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 052,2014,22161,Emperor goose,HY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 053,2014,22164,Emperor goose,AHY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 054,2014,22165,Emperor goose,HY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 055,2014,22166,Emperor goose,AHY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 056,2014,22163,Emperor goose,AHY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 057,2014,22162,Emperor goose,HY,M,Brood Drives,1,1,1,0,0,0,1,1,1,MW574921,MW574921,MW574921,,,,MW574933,MW574933,MW574933
EMGO AK14 058,2014,22167,Emperor goose,HY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 059,2014,22168,Emperor goose,HY,M,Brood Drives,0,0,1,0,0,0,0,0,0,,,MW574929,,,,,,
EMGO AK14 060,2014,22169,Emperor goose,HY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 061,2014,22170,Emperor goose,HY,M,Brood Drives,0,0,1,0,0,0,0,0,0,,,MW574918,,,,,,
EMGO AK14 062,2014,22174,Emperor goose,HY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 063,2014,22175,Emperor goose,HY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 064,2014,22173,Emperor goose,HY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 065,2014,22172,Emperor goose,HY,M,Brood Drives,0,1,0,0,0,0,0,0,0,,MW574918,,,,,,,
EMGO AK14 066,2014,22171,Emperor goose,HY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 067,2014,22176,Emperor goose,HY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 068,2014,22201,Emperor goose,HY,M,Brood Drives,0,1,0,0,0,0,0,0,0,,MW574918,,,,,,,
EMGO AK14 069,2014,22210,Emperor goose,HY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 070,2014,22208,Emperor goose,HY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 071,2014,22202,Emperor goose,HY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 072,2014,22203,Emperor goose,HY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 073,2014,22204,Emperor goose,HY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 074,2014,22205,Emperor goose,HY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 075,2014,22206,Emperor goose,HY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 076,2014,22207,Emperor goose,HY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 077,2014,22211,Emperor goose,HY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 078,2014,22212,Emperor goose,AHY,F,Brood Drives,1,1,1,0,0,0,0,0,0,MW574917,MW574917,MW574917,,,,,,
EMGO AK14 079,2014,22213,Emperor goose,AHY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 080,2014,22216,Emperor goose,AHY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 081,2014,22218,Emperor goose,AHY,F,Brood Drives,1,1,1,0,0,0,0,0,0,MW574917,MW574917,MW574917,,,,,,
EMGO AK14 082,2014,22219,Emperor goose,AHY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 083,2014,22220,Emperor goose,AHY,F,Brood Drives,1,1,1,0,0,0,0,0,0,MW574919,MW574919,MW574919,,,,,,
EMGO AK14 084,2014,22246,Emperor goose,AHY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 085,2014,22241,Emperor goose,HY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 086,2014,22135,Emperor goose,HY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 087,2014,22139,Emperor goose,HY,F,Brood Drives,0,0,0,0,1,0,0,0,0,,,,,MW574931,,,,
EMGO AK14 088,2014,79322,Emperor goose,AHY,F,Brood Drives,1,1,1,0,0,0,0,0,0,MW574920,MW574920,MW574920,,,,,,
EMGO AK14 089,2014,22145,Emperor goose,AHY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 090,2014,22197,Emperor goose,HY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 091,2014,22189,Emperor goose,AHY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 092,2014,22254,Emperor goose,AHY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 093,2014,22252,Emperor goose,HY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 094,2014,22192,Emperor goose,HY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 095,2014,22188,Emperor goose,AHY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 096,2014,22259,Emperor goose,HY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 097,2014,22270,Emperor goose,AHY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 098,2014,22258,Emperor goose,HY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 099,2014,22255,Emperor goose,HY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 100,2014,22260,Emperor goose,AHY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 101,2014,22253,Emperor goose,AHY,F,Brood Drives,1,1,1,0,0,0,0,0,0,MW574930,MW574930,MW574930,,,,,,
EMGO AK14 102,2014,22268,Emperor goose,AHY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 103,2014,22193,Emperor goose,AHY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 104,2014,22237,Emperor goose,AHY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 105,2014,22190,Emperor goose,AHY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 106,2014,22233,Emperor goose,AHY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 107,2014,22226,Emperor goose,AHY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 108,2014,22239,Emperor goose,AHY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 109,2014,22257,Emperor goose,HY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 110,2014,22256,Emperor goose,HY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 111,2014,22266,Emperor goose,AHY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 112,2014,22236,Emperor goose,AHY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 113,2014,22235,Emperor goose,AHY,F,Brood Drives,1,1,1,0,0,0,0,0,0,MW574920,MW574920,MW574920,,,,,,
EMGO AK14 114,2014,22227,Emperor goose,AHY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 115,2014,22230,Emperor goose,HY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 116,2014,22231,Emperor goose,HY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 117,2014,22228,Emperor goose,AHY,F,Brood Drives,1,1,1,0,0,0,0,0,0,MW574919,MW574919,MW574919,,,,,,
EMGO AK14 118,2014,22238,Emperor goose,AHY,F,Brood Drives,0,0,0,1,1,0,0,0,0,,,,MW574931,MW574931,,,,
EMGO AK14 119,2014,22232,Emperor goose,HY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 120,2014,22229,Emperor goose,HY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 121,2014,22224,Emperor goose,HY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 122,2014,22223,Emperor goose,AHY,M,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 123,2014,22222,Emperor goose,AHY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 124,2014,22225,Emperor goose,HY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
EMGO AK14 125,2014,22221,Emperor goose,HY,F,Brood Drives,0,0,0,0,0,0,0,0,0,,,,,,,,,
